,targetName,gameID,level_2,phase_a,phase_b,actual_euclidean_distance,phase_pair,optimal_euclidean_distance,phase_a_rawF1DiscreteScore,phase_b_rawF1DiscreteScore,condition
19,hand_selected_004,0443-fd078367-c19d-495d-84d5-3519a281435d,1,pre,repetition 2,2.4902310469162687,pre to repetition 2,0.8442906280527738,0.9454545454545454,1.0,repeated
20,hand_selected_004,0443-fd078367-c19d-495d-84d5-3519a281435d,2,pre,post,2.3408871861806615,pre to post,0.9368867239266071,0.9454545454545454,1.0,repeated
21,hand_selected_004,0443-fd078367-c19d-495d-84d5-3519a281435d,3,repetition 1,repetition 2,1.2721435013325335,repetition 1 to repetition 2,0.0,1.0,1.0,repeated
22,hand_selected_004,0443-fd078367-c19d-495d-84d5-3519a281435d,4,repetition 1,post,2.2224019957153853,repetition 1 to post,0.8246425283514068,1.0,1.0,repeated
23,hand_selected_004,0443-fd078367-c19d-495d-84d5-3519a281435d,5,repetition 2,post,2.2904102967731546,repetition 2 to post,0.8246425283514068,1.0,1.0,repeated
24,hand_selected_004,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,0,pre,repetition 1,3.92117454862453,pre to repetition 1,3.4006569443549197,0.7083333333333333,0.9803921568627452,repeated
25,hand_selected_004,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,1,pre,repetition 2,3.92117454862453,pre to repetition 2,3.4006569443549197,0.7083333333333333,0.9803921568627452,repeated
26,hand_selected_004,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,2,pre,post,3.4996417339617154,pre to post,2.7338540395721416,0.7083333333333333,0.9166666666666666,repeated
27,hand_selected_004,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,3,repetition 1,repetition 2,1.1120955864630135,repetition 1 to repetition 2,0.565685424949238,0.9803921568627452,0.9803921568627452,repeated
28,hand_selected_004,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,4,repetition 1,post,2.4761483571688907,repetition 1 to post,1.4371115440565936,0.9803921568627452,0.9166666666666666,repeated
29,hand_selected_004,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,5,repetition 2,post,2.2408554368890727,repetition 2 to post,1.2403124237432848,0.9803921568627452,0.9166666666666666,repeated
30,hand_selected_004,0652-88ebf36e-0780-4434-a9c7-969af27c2636,0,pre,repetition 1,4.121497265123023,pre to repetition 1,1.9693237413005604,0.86,0.7962962962962962,repeated
31,hand_selected_004,0652-88ebf36e-0780-4434-a9c7-969af27c2636,1,pre,repetition 2,2.691370424468222,pre to repetition 2,1.682532914024469,0.86,0.9056603773584906,repeated
32,hand_selected_004,0652-88ebf36e-0780-4434-a9c7-969af27c2636,2,pre,post,2.3809796054942285,pre to post,1.5760325579223189,0.86,0.8431372549019608,repeated
33,hand_selected_004,0652-88ebf36e-0780-4434-a9c7-969af27c2636,3,repetition 1,repetition 2,4.470243794861036,repetition 1 to repetition 2,2.697259610796445,0.7962962962962962,0.9056603773584906,repeated
34,hand_selected_004,0652-88ebf36e-0780-4434-a9c7-969af27c2636,4,repetition 1,post,3.6713846894969957,repetition 1 to post,2.447179988888766,0.7962962962962962,0.8431372549019608,repeated
35,hand_selected_004,0652-88ebf36e-0780-4434-a9c7-969af27c2636,5,repetition 2,post,2.784263446030592,repetition 2 to post,1.3891039292310865,0.9056603773584906,0.8431372549019608,repeated
36,hand_selected_004,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,0,pre,repetition 1,4.477032961426901,pre to repetition 1,2.6304830841799927,0.8181818181818181,1.0,repeated
37,hand_selected_004,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,1,pre,repetition 2,3.415116113391587,pre to repetition 2,2.0492863196526043,0.8181818181818181,0.9043478260869564,repeated
38,hand_selected_004,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,2,pre,post,4.456828858540172,pre to post,2.602193152114746,0.8181818181818181,1.0,repeated
39,hand_selected_004,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,3,repetition 1,repetition 2,3.4456324635609534,repetition 1 to repetition 2,1.3449489742783178,1.0,0.9043478260869564,repeated
40,hand_selected_004,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,4,repetition 1,post,1.5151116835282403,repetition 1 to post,0.6496603972674521,1.0,1.0,repeated
41,hand_selected_004,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,5,repetition 2,post,3.441755778452074,repetition 2 to post,1.514213562373095,0.9043478260869564,1.0,repeated
42,hand_selected_004,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,0,pre,repetition 1,3.4210585450944997,pre to repetition 1,1.3215920519708062,0.8936170212765957,0.9803921568627452,repeated
43,hand_selected_004,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,1,pre,repetition 2,2.185164071126958,pre to repetition 2,1.3499621483800803,0.8936170212765957,0.8510638297872339,repeated
44,hand_selected_004,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,2,pre,post,4.102415987120545,pre to post,1.164575131106459,0.8936170212765957,1.0,repeated
45,hand_selected_004,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,3,repetition 1,repetition 2,2.840716176696883,repetition 1 to repetition 2,1.6159115296516728,0.9803921568627452,0.8510638297872339,repeated
46,hand_selected_004,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,4,repetition 1,post,2.0913339599337846,repetition 1 to post,1.0729838054991534,0.9803921568627452,1.0,repeated
47,hand_selected_004,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,5,repetition 2,post,3.6220327628516085,repetition 2 to post,1.7413740723396558,0.8510638297872339,1.0,repeated
48,hand_selected_004,0932-497aa71d-ab24-43b1-9807-f93430084a41,0,pre,repetition 1,1.868033988749895,pre to repetition 1,1.425042398159386,0.9803921568627452,0.5555555555555556,repeated
49,hand_selected_004,0932-497aa71d-ab24-43b1-9807-f93430084a41,1,pre,repetition 2,1.9631063412921503,pre to repetition 2,0.703558797687844,0.9803921568627452,0.9803921568627452,repeated
50,hand_selected_004,0932-497aa71d-ab24-43b1-9807-f93430084a41,2,pre,post,2.7110940024168855,pre to post,1.2371155338522544,0.9803921568627452,1.0,repeated
51,hand_selected_004,0932-497aa71d-ab24-43b1-9807-f93430084a41,3,repetition 1,repetition 2,5.119633386692094,repetition 1 to repetition 2,1.478397839480233,0.5555555555555556,0.9803921568627452,repeated
52,hand_selected_004,0932-497aa71d-ab24-43b1-9807-f93430084a41,4,repetition 1,post,5.119633386692094,repetition 1 to post,1.478397839480233,0.5555555555555556,1.0,repeated
53,hand_selected_004,0932-497aa71d-ab24-43b1-9807-f93430084a41,5,repetition 2,post,1.3664704804082994,repetition 2 to post,0.7244314252193725,0.9803921568627452,1.0,repeated
54,hand_selected_004,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,0,pre,repetition 1,3.8017852076902687,pre to repetition 1,1.7100757976662924,0.896551724137931,0.8363636363636363,repeated
55,hand_selected_004,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,1,pre,repetition 2,2.8167721934961145,pre to repetition 2,1.5319387548251637,0.896551724137931,0.9803921568627452,repeated
56,hand_selected_004,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,2,pre,post,2.8231011144970943,pre to post,1.3987024829927739,0.896551724137931,1.0,repeated
57,hand_selected_004,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,3,repetition 1,repetition 2,3.9035811479114275,repetition 1 to repetition 2,1.5943682152329473,0.8363636363636363,0.9803921568627452,repeated
58,hand_selected_004,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,4,repetition 1,post,4.155451469593188,repetition 1 to post,1.7588954014604816,0.8363636363636363,1.0,repeated
59,hand_selected_004,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,5,repetition 2,post,1.7730852600800409,repetition 2 to post,0.6239730277414793,0.9803921568627452,1.0,repeated
60,hand_selected_004,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,0,pre,repetition 1,2.921029995406576,pre to repetition 1,1.1337482243053334,0.8695652173913044,0.8510638297872339,repeated
61,hand_selected_004,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,1,pre,repetition 2,3.9265825355949993,pre to repetition 2,1.6760072582241252,0.8695652173913044,1.0,repeated
62,hand_selected_004,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,2,pre,post,4.194869285144418,pre to post,2.7085017251539987,0.8695652173913044,0.9090909090909092,repeated
63,hand_selected_004,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,3,repetition 1,repetition 2,2.3028273509345096,repetition 1 to repetition 2,0.7587141249717989,0.8510638297872339,1.0,repeated
64,hand_selected_004,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,4,repetition 1,post,3.946901870771102,repetition 1 to post,2.0974099639784227,0.8510638297872339,0.9090909090909092,repeated
65,hand_selected_004,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,5,repetition 2,post,3.374887280407703,repetition 2 to post,1.5573479476998882,1.0,0.9090909090909092,repeated
66,hand_selected_004,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,0,pre,repetition 1,0.7374682371669115,pre to repetition 1,0.7374682371669115,1.0,0.7000000000000001,repeated
67,hand_selected_004,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,1,pre,repetition 2,3.0151500724802696,pre to repetition 2,0.0,1.0,1.0,repeated
68,hand_selected_004,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,2,pre,post,3.200968758800767,pre to post,0.6666666666666666,1.0,1.0,repeated
69,hand_selected_004,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,3,repetition 1,repetition 2,3.8204738355785923,repetition 1 to repetition 2,0.7374682371669115,0.7000000000000001,1.0,repeated
70,hand_selected_004,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,4,repetition 1,post,2.562588063931193,repetition 1 to post,0.20203050891044216,0.7000000000000001,1.0,repeated
71,hand_selected_004,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,5,repetition 2,post,3.0267548121486616,repetition 2 to post,0.6666666666666666,1.0,1.0,repeated
72,hand_selected_004,1691-3673775e-bf17-46c9-b775-79afc1355b02,0,pre,repetition 1,4.2281477740304005,pre to repetition 1,3.460177449653097,0.94,0.6410256410256411,repeated
73,hand_selected_004,1691-3673775e-bf17-46c9-b775-79afc1355b02,1,pre,repetition 2,4.208161511475408,pre to repetition 2,1.8302882844815043,0.94,0.9166666666666666,repeated
74,hand_selected_004,1691-3673775e-bf17-46c9-b775-79afc1355b02,2,pre,post,4.20448337675232,pre to post,1.2947192547704633,0.94,0.981132075471698,repeated
75,hand_selected_004,1691-3673775e-bf17-46c9-b775-79afc1355b02,3,repetition 1,repetition 2,2.7889085005030734,repetition 1 to repetition 2,1.1848385830773844,0.6410256410256411,0.9166666666666666,repeated
76,hand_selected_004,1691-3673775e-bf17-46c9-b775-79afc1355b02,4,repetition 1,post,2.662892862738583,repetition 1 to post,1.0865163037378078,0.6410256410256411,0.981132075471698,repeated
77,hand_selected_004,1691-3673775e-bf17-46c9-b775-79afc1355b02,5,repetition 2,post,2.8414520291109255,repetition 2 to post,1.8648748738078924,0.9166666666666666,0.981132075471698,repeated
78,hand_selected_004,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,0,pre,repetition 1,2.328655887885678,pre to repetition 1,1.7407678982345762,0.9803921568627452,1.0,repeated
79,hand_selected_004,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,1,pre,repetition 2,2.426284182757825,pre to repetition 2,1.406449510224598,0.9803921568627452,1.0,repeated
80,hand_selected_004,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,2,pre,post,2.307354640163887,pre to post,1.3427642250141882,0.9803921568627452,1.0,repeated
81,hand_selected_004,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,3,repetition 1,repetition 2,1.808932382510075,repetition 1 to repetition 2,0.47320508075688766,1.0,1.0,repeated
82,hand_selected_004,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,4,repetition 1,post,2.177349510874423,repetition 1 to post,0.4798106243208517,1.0,1.0,repeated
83,hand_selected_004,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,5,repetition 2,post,1.872762761005743,repetition 2 to post,0.6732050807568877,1.0,1.0,repeated
84,hand_selected_004,1798-e540d275-a522-4709-aafe-ca10d8c07522,0,pre,repetition 1,3.673001974825476,pre to repetition 1,1.802120866439903,0.6585365853658537,0.9803921568627452,repeated
85,hand_selected_004,1798-e540d275-a522-4709-aafe-ca10d8c07522,1,pre,repetition 2,3.673001974825476,pre to repetition 2,1.802120866439903,0.6585365853658537,0.9807692307692308,repeated
86,hand_selected_004,1798-e540d275-a522-4709-aafe-ca10d8c07522,2,pre,post,3.7789477232240696,pre to post,1.908066614838497,0.6585365853658537,0.9807692307692308,repeated
87,hand_selected_004,1798-e540d275-a522-4709-aafe-ca10d8c07522,3,repetition 1,repetition 2,0.0,repetition 1 to repetition 2,0.0,0.9803921568627452,0.9807692307692308,repeated
88,hand_selected_004,1798-e540d275-a522-4709-aafe-ca10d8c07522,4,repetition 1,post,1.2031585694162432,repetition 1 to post,1.0729838054991534,0.9803921568627452,0.9807692307692308,repeated
89,hand_selected_004,1798-e540d275-a522-4709-aafe-ca10d8c07522,5,repetition 2,post,1.3064495102245979,repetition 2 to post,1.1892922226992169,0.9807692307692308,0.9807692307692308,repeated
90,hand_selected_004,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,0,pre,repetition 1,3.2089134957495693,pre to repetition 1,2.6310783971926317,0.9166666666666666,0.761904761904762,repeated
91,hand_selected_004,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,1,pre,repetition 2,4.192133095184693,pre to repetition 2,1.4308542030110352,0.9166666666666666,0.9387755102040816,repeated
92,hand_selected_004,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,2,pre,post,3.8617699039844604,pre to post,2.2559844616638935,0.9166666666666666,0.9387755102040816,repeated
93,hand_selected_004,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,3,repetition 1,repetition 2,2.2205830868604406,repetition 1 to repetition 2,0.625,0.761904761904762,0.9387755102040816,repeated
94,hand_selected_004,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,4,repetition 1,post,2.0060844497405346,repetition 1 to post,0.9247932047085212,0.761904761904762,0.9387755102040816,repeated
95,hand_selected_004,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,5,repetition 2,post,3.2357152138285588,repetition 2 to post,1.0,0.9387755102040816,0.9387755102040816,repeated
96,hand_selected_004,2733-7b722a52-9a1e-416b-92c1-2606b38eb402,0,pre,repetition 1,1.9000565308791815,pre to repetition 1,0.7453559924999299,0.5555555555555556,0.9387755102040816,repeated
97,hand_selected_004,2733-7b722a52-9a1e-416b-92c1-2606b38eb402,1,pre,repetition 2,2.8055128965585756,pre to repetition 2,1.8510573320459265,0.5555555555555556,1.0,repeated
98,hand_selected_004,2733-7b722a52-9a1e-416b-92c1-2606b38eb402,2,pre,post,1.6002566051099931,pre to post,0.9267463220525113,0.5555555555555556,1.0,repeated
99,hand_selected_004,2733-7b722a52-9a1e-416b-92c1-2606b38eb402,3,repetition 1,repetition 2,2.735727084410276,repetition 1 to repetition 2,1.6437499628639947,0.9387755102040816,1.0,repeated
100,hand_selected_004,2733-7b722a52-9a1e-416b-92c1-2606b38eb402,4,repetition 1,post,2.439067892525322,repetition 1 to post,1.1196795180814414,0.9387755102040816,1.0,repeated
101,hand_selected_004,2733-7b722a52-9a1e-416b-92c1-2606b38eb402,5,repetition 2,post,1.9283708527067556,repetition 2 to post,0.9488068931903377,1.0,1.0,repeated
102,hand_selected_004,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,0,pre,repetition 1,1.75,pre to repetition 1,1.266123775561495,0.9803921568627452,0.5555555555555556,repeated
103,hand_selected_004,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,1,pre,repetition 2,2.2853653983779685,pre to repetition 2,0.0,0.9803921568627452,0.9803921568627452,repeated
104,hand_selected_004,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,2,pre,post,1.16357066166662,pre to post,1.03339589774953,0.9803921568627452,0.9803921568627452,repeated
105,hand_selected_004,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,3,repetition 1,repetition 2,4.442582403567252,repetition 1 to repetition 2,1.266123775561495,0.5555555555555556,0.9803921568627452,repeated
106,hand_selected_004,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,4,repetition 1,post,1.75,repetition 1 to post,1.266123775561495,0.5555555555555556,0.9803921568627452,repeated
107,hand_selected_004,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,5,repetition 2,post,2.490822267941203,repetition 2 to post,1.03339589774953,0.9803921568627452,0.9803921568627452,repeated
108,hand_selected_004,3356-6fd98e27-1dc1-4afe-9e1c-a90f6cd5b1e6,0,pre,repetition 1,3.5204559892995744,pre to repetition 1,2.0337239967856844,0.8541666666666667,1.0,repeated
109,hand_selected_004,3356-6fd98e27-1dc1-4afe-9e1c-a90f6cd5b1e6,1,pre,repetition 2,3.0986979536051478,pre to repetition 2,2.2091573735911076,0.8541666666666667,0.9387755102040816,repeated
110,hand_selected_004,3356-6fd98e27-1dc1-4afe-9e1c-a90f6cd5b1e6,2,pre,post,3.9247300037744655,pre to post,1.25,0.8541666666666667,0.6749999999999999,repeated
111,hand_selected_004,3356-6fd98e27-1dc1-4afe-9e1c-a90f6cd5b1e6,3,repetition 1,repetition 2,1.8899162519579376,repetition 1 to repetition 2,0.15713484026367724,1.0,0.9387755102040816,repeated
112,hand_selected_004,3356-6fd98e27-1dc1-4afe-9e1c-a90f6cd5b1e6,4,repetition 1,post,1.118033988749895,repetition 1 to post,1.118033988749895,1.0,0.6749999999999999,repeated
113,hand_selected_004,3356-6fd98e27-1dc1-4afe-9e1c-a90f6cd5b1e6,5,repetition 2,post,1.118033988749895,repetition 2 to post,1.118033988749895,0.9387755102040816,0.6749999999999999,repeated
114,hand_selected_004,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,0,pre,repetition 1,2.799296411781177,pre to repetition 1,2.1100470877527155,0.5555555555555555,0.8958333333333334,repeated
115,hand_selected_004,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,1,pre,repetition 2,3.579508521608662,pre to repetition 2,2.3571894228559263,0.5555555555555555,0.8,repeated
116,hand_selected_004,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,2,pre,post,4.105407841627282,pre to post,2.5635635298225936,0.5555555555555555,0.7500000000000001,repeated
117,hand_selected_004,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,3,repetition 1,repetition 2,1.68977530353517,repetition 1 to repetition 2,1.4132746038560242,0.8958333333333334,0.8,repeated
118,hand_selected_004,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,4,repetition 1,post,4.523784716268928,repetition 1 to post,3.965467615274476,0.8958333333333334,0.7500000000000001,repeated
119,hand_selected_004,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,5,repetition 2,post,3.9401263355586473,repetition 2 to post,3.3432202041396044,0.8,0.7500000000000001,repeated
120,hand_selected_004,3617-63269d47-4210-4e1f-ba73-8a6002269887,0,pre,repetition 1,4.459995626217688,pre to repetition 1,3.108494600052545,0.6052631578947368,1.0,repeated
121,hand_selected_004,3617-63269d47-4210-4e1f-ba73-8a6002269887,1,pre,repetition 2,4.8637044244340615,pre to repetition 2,3.237883187590963,0.6052631578947368,1.0,repeated
122,hand_selected_004,3617-63269d47-4210-4e1f-ba73-8a6002269887,2,pre,post,4.338449295825651,pre to post,2.914213562373095,0.6052631578947368,0.9183673469387756,repeated
123,hand_selected_004,3617-63269d47-4210-4e1f-ba73-8a6002269887,3,repetition 1,repetition 2,1.9522157995748772,repetition 1 to repetition 2,1.0777966214041714,1.0,1.0,repeated
124,hand_selected_004,3617-63269d47-4210-4e1f-ba73-8a6002269887,4,repetition 1,post,2.0252637845968917,repetition 1 to post,1.3571089461274775,1.0,0.9183673469387756,repeated
125,hand_selected_004,3617-63269d47-4210-4e1f-ba73-8a6002269887,5,repetition 2,post,2.187250392940354,repetition 2 to post,1.51445898032409,1.0,0.9183673469387756,repeated
126,hand_selected_004,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,0,pre,repetition 1,2.4605551275463986,pre to repetition 1,1.247213595499958,0.981132075471698,0.8518518518518519,repeated
127,hand_selected_004,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,1,pre,repetition 2,3.022282430743336,pre to repetition 2,1.570820393249937,0.981132075471698,1.0,repeated
128,hand_selected_004,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,2,pre,post,2.9800793756816963,pre to post,1.6358485472372255,0.981132075471698,1.0,repeated
129,hand_selected_004,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,3,repetition 1,repetition 2,2.3617644153625705,repetition 1 to repetition 2,1.6400545143865453,0.8518518518518519,1.0,repeated
130,hand_selected_004,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,4,repetition 1,post,2.1771967025833057,repetition 1 to post,1.7061817679992524,0.8518518518518519,1.0,repeated
131,hand_selected_004,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,5,repetition 2,post,1.9923458715946987,repetition 2 to post,0.8786116485532692,1.0,1.0,repeated
132,hand_selected_004,3948-85503a22-a997-4a2d-a31a-1ec484f31d72,0,pre,repetition 1,2.369364814994433,pre to repetition 1,1.738111989260138,1.0,1.0,repeated
133,hand_selected_004,3948-85503a22-a997-4a2d-a31a-1ec484f31d72,1,pre,repetition 2,2.934132400784955,pre to repetition 2,1.5470549438545558,1.0,0.981132075471698,repeated
134,hand_selected_004,3948-85503a22-a997-4a2d-a31a-1ec484f31d72,2,pre,post,2.5002102121064618,pre to post,1.0326271766855157,1.0,1.0,repeated
135,hand_selected_004,3948-85503a22-a997-4a2d-a31a-1ec484f31d72,3,repetition 1,repetition 2,3.5373151569190027,repetition 1 to repetition 2,1.3348984679394844,1.0,0.981132075471698,repeated
136,hand_selected_004,3948-85503a22-a997-4a2d-a31a-1ec484f31d72,4,repetition 1,post,1.1342416792648604,repetition 1 to post,1.1242640687119285,1.0,1.0,repeated
137,hand_selected_004,3948-85503a22-a997-4a2d-a31a-1ec484f31d72,5,repetition 2,post,3.6554961371361303,repetition 2 to post,2.0903666762822426,0.981132075471698,1.0,repeated
138,hand_selected_004,4322-172d9b82-466f-4105-bde1-19c52d22e0c2,0,pre,repetition 1,2.9471259743531517,pre to repetition 1,1.1968118785068667,0.96,0.9019607843137256,repeated
139,hand_selected_004,4322-172d9b82-466f-4105-bde1-19c52d22e0c2,1,pre,repetition 2,3.383782725358884,pre to repetition 2,1.3921625697782758,0.96,0.9454545454545454,repeated
140,hand_selected_004,4322-172d9b82-466f-4105-bde1-19c52d22e0c2,2,pre,post,1.5618525734276558,pre to post,1.5618525734276558,0.96,0.4411764705882353,repeated
141,hand_selected_004,4322-172d9b82-466f-4105-bde1-19c52d22e0c2,3,repetition 1,repetition 2,2.292587919304684,repetition 1 to repetition 2,0.7,0.9019607843137256,0.9454545454545454,repeated
142,hand_selected_004,4322-172d9b82-466f-4105-bde1-19c52d22e0c2,4,repetition 1,post,3.023217630200581,repetition 1 to post,2.707701875205887,0.9019607843137256,0.4411764705882353,repeated
143,hand_selected_004,4322-172d9b82-466f-4105-bde1-19c52d22e0c2,5,repetition 2,post,3.1957357469184715,repetition 2 to post,2.04103520853922,0.9454545454545454,0.4411764705882353,repeated
144,hand_selected_004,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,0,pre,repetition 1,0.82915619758885,pre to repetition 1,0.82915619758885,1.0,0.4242424242424242,repeated
145,hand_selected_004,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,1,pre,repetition 2,3.1012738373906736,pre to repetition 2,2.149973406759253,1.0,0.8679245283018868,repeated
