trialNum,rawF1DiscreteScore,repetition,gameID,targetName,condition,phase,buildTime,bis
2,-0.4272324022966291,0,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_005,repeated,pre,0.3870627243974794,-0.8142951266941085
3,0.5148881276962579,0,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_012,repeated,pre,0.664818215257662,-0.14993008756140414
4,-1.304934434512224,0,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_009,control,pre,0.8474788680566979,-2.152413302568922
5,-1.354746412444665,0,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_011,repeated,pre,0.27723718852995877,-1.6319836009746238
6,-0.7921980130145935,0,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_016,control,pre,-0.15633635023764514,-0.6358616627769483
7,0.000396774437730725,0,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_006,repeated,pre,0.2156956065833302,-0.21529883214559947
8,-0.2446509042359924,1,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_011,repeated,repeated,0.10619741955595119,-0.3508483237919436
9,0.02420035165829667,1,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_006,repeated,repeated,0.6270094242213025,-0.6028090725630058
10,0.18828634396539093,1,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_005,repeated,repeated,-0.46240751577007977,0.6506938597354707
11,-0.3487223581305543,1,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_012,repeated,repeated,0.7921569140727606,-1.140879272203315
12,1.142968481024849,2,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_011,repeated,repeated,0.727832866984928,0.41513561403992105
13,0.6005354486047025,2,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_005,repeated,repeated,-0.09544946597129984,0.6959849145760024
14,-0.9989465700700897,2,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_006,repeated,repeated,-2.8207922345705345,1.8218456645004448
15,1.142968481024849,2,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_012,repeated,repeated,-0.4707549111936916,1.6137233922185406
16,0.27281549151753043,3,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_006,repeated,post,0.7769351930061742,-0.5041197014886438
17,1.142968481024849,3,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_005,repeated,post,-1.5840683165154137,2.7270367975402627
18,0.6656274124951199,3,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_009,control,post,0.6291371916822232,0.03649022081289677
19,1.0259731210910923,3,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_004,control,post,-0.85735389140097,1.8833270124920622
20,0.8446303131937679,3,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_012,repeated,post,0.8302930539492618,0.014337259244506129
21,0.5462921453626876,3,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_016,control,post,0.5085091440900283,0.03778300127265921
22,1.0259731210910923,3,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_011,repeated,post,0.7332341228472651,0.2927389982438272
23,-0.38341284276207604,3,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_008,control,post,0.4469675621433998,-0.8303804049054758
0,0.24856620099844692,0,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_006,control,pre,1.0792284570432944,-0.8306622560448474
1,0.46219109717951673,0,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_004,repeated,pre,0.7037254160976324,-0.24153431891811566
2,-1.9356393701590162,0,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_009,repeated,pre,1.2812344313481192,-3.2168738015071354
3,-1.0993959946747025,0,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_016,control,pre,1.2724373969832317,-2.371833391657934
4,0.5820826205464429,0,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_012,repeated,pre,0.5067695911504283,0.07531302939601459
5,-0.12343288234354793,0,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_005,control,pre,-0.426856407834209,0.30342352549066104
6,0.45729756561351986,0,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_008,repeated,pre,0.5129600968146084,-0.05566253120108855
7,0.2152145590436471,0,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_011,control,pre,1.2186777425311413,-1.003463183487494
8,-2.1354585757705604,1,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_004,repeated,repeated,-1.4718300547521912,-0.6636285210183692
9,0.5820826205464429,1,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_012,repeated,repeated,-0.3499638111633402,0.9320464317097831
10,0.5820826205464429,1,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_008,repeated,repeated,0.6401098249959921,-0.05802720444954923
11,-3.086597994481512,1,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_009,repeated,repeated,-2.4329060591161533,-0.6536919353653587
12,0.46219109717951673,2,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_004,repeated,repeated,-0.803907075195916,1.2660981723754328
13,0.5820826205464429,2,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_008,repeated,repeated,-0.9712950901944704,1.5533777107409132
14,0.5820826205464429,2,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_012,repeated,repeated,-1.1429187143316741,1.725001334878117
15,-0.5296387779468764,2,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_009,repeated,repeated,1.1886212084511087,-1.7182599863979853
16,0.5820826205464429,3,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_006,control,post,0.27739506548817583,0.30468755505826706
17,0.5820826205464429,3,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_011,control,post,0.09901075753351207,0.4830718630129308
18,0.32189250600545355,3,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_009,repeated,post,0.6254481010545129,-0.3035555950490593
19,0.46219109717951673,3,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_004,repeated,post,-0.3002768578061051,0.7624679549856218
20,0.5820826205464429,3,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_012,repeated,post,-1.3032202294251802,1.8853028499716231
21,0.5820826205464429,3,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_016,control,post,0.8940834652711709,-0.312000844724728
22,0.5820826205464429,3,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_005,control,post,-0.9347222343626694,1.5168048549091124
23,0.4597932667121777,3,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,hand_selected_008,repeated,post,-0.16180502058102367,0.6215982872932013
0,-0.8482590173050177,0,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_011,control,pre,-1.168632955400024,0.32037393809500636
1,-1.3120095732503008,0,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_005,control,pre,0.23945190396394148,-1.5514614772142423
2,-1.6158461443868664,0,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_006,repeated,pre,0.3534550585773024,-1.9693012029641688
3,0.238604651860445,0,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_009,repeated,pre,0.47510537978432216,-0.23650072792387716
4,-1.9301598386660712,0,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_008,repeated,pre,-2.9910734994046075,1.0609136607385363
5,-1.6651169397063095,0,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_012,control,pre,0.11991461563148534,-1.785031555337795
6,-0.4004998598406059,0,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_004,repeated,pre,0.4569936694309197,-0.8574935292715256
7,-0.15743060293135275,0,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_016,control,pre,0.1833056018683939,-0.34073620479974664
8,0.35599119482594527,1,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_008,repeated,repeated,0.582065091482471,-0.22607389665652572
9,0.0414442436307621,1,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_006,repeated,repeated,-1.1676267492692796,1.2090709929000416
10,1.3465604241946445,1,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_009,repeated,repeated,0.8383457929831156,0.5082146312115289
11,1.4604991383708565,1,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_004,repeated,repeated,0.5377920217297095,0.922707116641147
12,0.9363810531602818,2,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_004,repeated,repeated,0.5434267760618792,0.3929542770984026
13,-1.347755052207544,2,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_006,repeated,repeated,-2.664458989364917,1.3167039371573728
14,0.9982949204862239,2,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_009,repeated,repeated,0.16167217005738543,0.8366227504288385
15,0.4543623572554926,2,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_008,repeated,repeated,0.36895063299076897,0.08541172426472365
16,0.8024449320062036,3,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_011,control,post,0.04837335973554569,0.7540715722706579
17,0.9363810531602818,3,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_005,control,post,0.5198815526024559,0.4164995005578258
18,0.6629281391373734,3,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_004,repeated,post,0.7008980355234059,-0.03796989638603254
19,-0.44390508428868647,3,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_016,control,post,0.7575474406843258,-1.2014525249730124
20,0.13497449325155914,3,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_012,control,post,-0.11402830976662955,0.24900280301818867
21,-0.38636792629936867,3,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_006,repeated,post,-0.3794654870570498,-0.00690243924231887
22,0.42164615617598306,3,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_008,repeated,post,0.7911547254511948,-0.36950856927521175
23,1.3168372813660674,3,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,hand_selected_009,repeated,post,0.8069521617038847,0.5098851196621826
0,0.5267154609658968,0,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_004,repeated,pre,0.8409456514337974,-0.31423019046790057
1,0.6831923087534513,0,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_005,repeated,pre,-0.08456148946129309,0.7677537982147443
2,-2.3817129055201534,0,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_006,repeated,pre,1.0599846677589633,-3.4416975732791166
3,0.30622535726525246,0,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_012,repeated,pre,0.06379083474983421,0.24243452251541825
4,-1.0326572635376545,0,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_008,control,pre,0.24514357516652813,-1.2778008387041826
5,0.34469137272323197,0,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_009,control,pre,1.2236906599328012,-0.8789992872095693
6,-0.3755233847878686,0,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_016,control,pre,0.466076875201379,-0.8416002599892476
7,0.5267154609658968,0,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_011,control,pre,1.156692836095518,-0.6299773751296212
8,0.36422027287882297,1,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_006,repeated,repeated,1.505839233533265,-1.141618960654442
9,0.6831923087534513,1,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_012,repeated,repeated,-0.4330099929007352,1.1162023016541864
10,-0.5454407183191918,1,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_004,repeated,repeated,-0.9015959631912582,0.3561552448720664
11,0.6831923087534513,1,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_005,repeated,repeated,-1.0346943185822899,1.7178866273357412
12,0.19535272447460664,2,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_006,repeated,repeated,0.7885039024183048,-0.5931511779436982
13,-0.5607986311575992,2,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_012,repeated,repeated,-1.9692740814553458,1.4084754502977466
14,0.6831923087534513,2,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_004,repeated,repeated,0.06379083474983421,0.6194014740036171
15,0.6831923087534513,2,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_005,repeated,repeated,-1.0565284308149758,1.739720739568427
16,0.6831923087534513,3,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_012,repeated,post,-1.1504450231583105,1.8336373319117618
17,0.6831923087534513,3,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_004,repeated,post,-0.4023026569753137,1.085494965728765
18,-0.7591160273753028,3,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_006,repeated,post,-0.12394265079422002,-0.6351733765810827
19,0.6831923087534513,3,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_011,control,post,-0.06601744893490218,0.7492097576883534
20,0.6831923087534513,3,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_005,repeated,post,-1.4696816778115562,2.1528739865650075
21,-0.022618153607428956,3,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_016,control,post,1.5687493925233333,-1.5913675461307624
22,-3.2452001330709215,3,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_008,control,post,-1.3535321766650754,-1.891667956405846
23,0.5104157893213606,3,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,hand_selected_009,control,post,1.0623774471817233,-0.5519616578603628
0,-0.47311474760235134,0,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_008,repeated,pre,-0.5793939081621511,0.10627916055979975
1,-1.1364237011294087,0,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_016,control,pre,0.21402603775378232,-1.350449738883191
2,-1.5208721558267242,0,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_005,repeated,pre,-3.052787181389695,1.531915025562971
3,0.21388381140781454,0,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_011,control,pre,0.8596412984540743,-0.6457574870462598
4,0.5546496748956161,0,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_006,repeated,pre,0.3684242405255117,0.18622543437010441
5,0.31922695068376805,0,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_004,control,pre,1.0225561280690842,-0.7033291773853162
6,0.5161631773722886,0,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_009,control,pre,0.22528996357876613,0.29087321379352243
7,0.6716694308787082,0,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_012,repeated,pre,-0.4381827405025978,1.109852171381306
8,-2.032787151841648,1,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_005,repeated,repeated,-1.035720269023081,-0.9970668828185671
9,-0.8284588298489896,1,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_006,repeated,repeated,-0.41647907854714117,-0.4119797513018484
10,-1.381408889540099,1,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_008,repeated,repeated,-1.6335325274417343,0.25212363790163517
11,1.0357308939372178,1,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_012,repeated,repeated,0.9489285153594339,0.08680237857778395
12,-0.08306263871767026,2,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_005,repeated,repeated,0.7437052814261921,-0.8267679201438624
13,1.2041093206017786,2,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_012,repeated,repeated,0.47831619979364653,0.7257931208081321
14,0.6639863155868895,2,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_008,repeated,repeated,0.9557967628136923,-0.2918104472268028
15,0.6047623018791168,2,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_006,repeated,repeated,0.7722771908359072,-0.16751488895679034
16,0.8786431489440427,3,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_004,control,post,0.20083900264160615,0.6778041463024366
17,0.878643148944042,3,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_005,repeated,post,0.42639224903945283,0.4522508999045892
18,0.21388381140781454,3,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_006,repeated,post,-0.7318690016466881,0.9457528130545027
19,1.2562264526646194,3,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_008,repeated,post,-0.9936865946030193,2.249913047267639
20,0.42915022644998163,3,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_011,control,post,1.007720713567886,-0.5785704871179045
21,0.984552040847686,3,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_009,control,post,0.5346358289185656,0.44991621192912035
22,-1.1634975359672484,3,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_012,repeated,post,1.0552489859513543,-2.218746521918603
23,-1.8056550560272437,3,4115-fd198403-2337-4ad4-9b98-3841e429e43e,hand_selected_016,control,post,-0.9321470974128638,-0.8735079586143799
0,-1.9276864151240867,0,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_006,control,pre,-1.1163975481239716,-0.811288867000115
1,0.21050157482319942,0,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_004,control,pre,-0.29052204215360095,0.5010236169768003
2,-0.959265777664165,0,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_012,repeated,pre,0.2634634429551411,-1.2227292206193061
3,0.9401842864895568,0,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_011,control,pre,0.6624112339660575,0.27777305252349926
4,-0.8238838076488884,0,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_005,repeated,pre,-1.8090069725522178,0.9851231649033294
5,0.6285322565250983,0,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_009,repeated,pre,1.104732159365285,-0.47619990284018676
6,0.16028049750203371,0,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_008,control,pre,0.5473448597947145,-0.38706436229268076
7,0.5785503271911754,0,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_016,repeated,pre,0.5902077220137514,-0.011657394822575995
8,0.840955456194269,1,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_009,repeated,repeated,0.9118492793796191,-0.07089382318535009
9,0.4516731219589102,1,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_016,repeated,repeated,0.4904495129206358,-0.03877639096172564
10,0.21050157482319992,1,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_012,repeated,repeated,0.6198885531932035,-0.40938697837000354
11,0.8484527455943571,1,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_005,repeated,repeated,0.12152273453535442,0.7269300110590027
12,-2.3037409310650285,2,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_016,repeated,repeated,-1.2981394857471498,-1.0056014453178788
13,0.4109638582480227,2,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_009,repeated,repeated,1.0747961921011957,-0.6638323338531731
14,-2.184736337412832,2,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_005,repeated,repeated,-2.8265747234466145,0.6418383860337826
15,0.2460618407524727,2,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_012,repeated,repeated,0.532632012247307,-0.2865701714948343
16,1.0283876911964787,3,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_011,control,post,-0.5653886506693293,1.593776341865808
17,0.9237743507301288,3,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_016,repeated,post,0.4202870896454267,0.5034872610847021
18,0.5285683978572534,3,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_004,control,post,1.0617842517847025,-0.5332158539274491
19,-0.2211605421515865,3,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_012,repeated,post,-1.215050167516993,0.9938896253654064
20,-1.03843262990897,3,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_006,control,post,0.46893303644957174,-1.5073656663585417
21,0.9326776137485422,3,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_009,repeated,post,-0.19952350529969337,1.1322011190482355
22,0.8484527455943571,3,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_005,repeated,post,-0.47285929730759896,1.321312042901956
23,-0.3296118982534942,3,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,hand_selected_008,control,post,0.9231603124651983,-1.2527722107186925
0,-0.44012734905236955,0,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_005,control,pre,-0.06302995557568108,-0.37709739347668847
1,-1.1840589433093196,0,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_012,control,pre,-1.126053763702778,-0.0580051796065415
2,0.23617410027212965,0,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_016,repeated,pre,0.7441760967628475,-0.5080019964907179
3,-0.7500988466594322,0,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_004,control,pre,-1.9089591102771886,1.1588602636177563
4,-0.012989591584265568,0,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_011,repeated,pre,-1.6442927279332076,1.631303136348942
5,-1.1562112365724286,0,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_006,repeated,pre,-1.2375200444903627,0.08130880791793405
6,-0.15833507850049508,0,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_008,repeated,pre,-0.5102157692566788,0.35188069075618367
7,1.6769902314417142,0,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_009,control,pre,0.6921408898548992,0.984849341586815
8,-0.5143555569050586,1,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_008,repeated,repeated,0.8803392904737478,-1.3946948473788066
9,1.1507181056086684,1,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_011,repeated,repeated,-0.9690236596074719,2.1197417652161405
10,0.5517814432902274,1,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_016,repeated,repeated,0.617521874872689,-0.06574043158246157
11,1.243431577989468,1,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_006,repeated,repeated,0.5863535783491463,0.6570779996403218
12,1.3121082241974684,2,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_011,repeated,repeated,0.10456567276489365,1.2075425514325748
13,0.7192465640753432,2,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_008,repeated,repeated,0.1296587928474068,0.5895877712279364
14,-0.38673512936885684,2,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_016,repeated,repeated,0.38745758443196304,-0.7741927138008199
15,1.394520199647069,2,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_006,repeated,repeated,0.09386807946655909,1.30065212018051
16,0.6442870438300174,3,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_009,control,post,0.9657879678073584,-0.321500923977341
17,0.600336419139168,3,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_008,repeated,post,-2.4476687777328263,3.048005196871994
18,-0.05970778380734007,3,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_006,repeated,post,1.07289596984377,-1.13260375365111
19,0.3308563031775594,3,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_004,control,post,0.8537934108075103,-0.5229371076299509
20,-1.0433151281796267,3,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_012,control,post,0.8432278865622416,-1.8865430147418683
21,-1.881717280507224,3,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_005,control,post,0.8589441038770788,-2.740661384384303
22,-0.20420823882289388,3,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_011,repeated,post,0.31653650293559693,-0.5207447417584908
23,-2.068590049399519,3,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,hand_selected_016,repeated,post,0.7594961069184871,-2.8280861563180064
0,0.3875553946072153,0,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_012,repeated,pre,0.28080702550452347,0.10674836910269181
1,0.3875553946072153,0,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_011,control,pre,0.5801394874814711,-0.19258409287425587
2,-3.9741978617219145,0,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_006,control,pre,-1.9533559447532374,-2.020841916968677
3,-2.429410250105347,0,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_016,repeated,pre,1.273477872584657,-3.7028881226900037
4,0.13991006320391322,0,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_008,control,pre,0.005189611981145582,0.13472045122276763
5,0.2613048334996499,0,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_004,control,pre,1.2893501491086996,-1.0280453156090497
6,0.3875553946072153,0,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_009,repeated,pre,0.21974544405320603,0.16780995055400924
7,0.3875553946072153,0,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_005,repeated,pre,-1.1652507321682668,1.552806126775482
8,0.3875553946072153,1,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_005,repeated,repeated,-1.2888677563908117,1.676423150998027
9,0.09488363931240239,1,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_012,repeated,repeated,0.5628667159700128,-0.4679830766576104
10,0.3875553946072153,1,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_016,repeated,repeated,0.754827895578436,-0.3672725009712207
11,0.3875553946072153,1,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_009,repeated,repeated,-0.27789710814178187,0.6654525027489971
12,0.3875553946072153,2,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_012,repeated,repeated,-0.8746947054457899,1.262250100053005
13,0.3875553946072153,2,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_016,repeated,repeated,-0.27518948449944514,0.6627448791066604
14,0.12474810413840375,2,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_009,repeated,repeated,1.5265939999768918,-1.401845895838488
15,0.3875553946072153,2,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_005,repeated,repeated,-1.5997776435970612,1.9873330382042764
16,0.2660690056169154,3,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,hand_selected_006,control,post,1.437615885109758,-1.1715468794928428
